Player,Position,Year_Recruited,Stars,Team,Team_Played_For,Year_Played,TD
Anthony Johnson,SDE,2014,2,Buffalo,BUFF,2014,0
Anthony Johnson,OLB,2015,2,Buffalo,BUFF,2015,14
Anthony Johnson,OLB,2015,2,Buffalo,BUFF,2015,11
Anthony Johnson,OLB,2015,2,Buffalo,BUFF,2015,0
Anthony Johnson,CB,2015,3,Buffalo,BUFF,2015,14
Anthony Johnson,CB,2015,3,Buffalo,BUFF,2015,11
Anthony Johnson,CB,2015,3,Buffalo,BUFF,2015,0
Anthony Johnson,CB,2016,3,Buffalo,BUFF,2015,14
Anthony Johnson,CB,2016,3,Buffalo,BUFF,2015,11
Anthony Johnson,CB,2016,3,Buffalo,BUFF,2015,0
Anthony Johnson,RB,2018,3,Buffalo,BUFF,2018,14
Anthony Johnson,RB,2018,3,Buffalo,BUFF,2018,11
Anthony Johnson,RB,2018,3,Buffalo,BUFF,2018,0
Anthony Johnson,WDE,2019,3,Buffalo,BUFF,2019,14
Anthony Johnson,WDE,2019,3,Buffalo,BUFF,2019,11
Anthony Johnson,WDE,2019,3,Buffalo,BUFF,2019,0
Anthony Johnson,LB,2021,4,Buffalo,BUFF,2020,14
Anthony Johnson,LB,2021,4,Buffalo,BUFF,2020,11
Anthony Johnson,LB,2021,4,Buffalo,BUFF,2020,0
Diocemy Saint Juste,RB,2013,3,Hawaii,HAW,2013,3
Diocemy Saint Juste,RB,2013,3,Hawaii,HAW,2013,7
Darius Tice,RB,2013,3,South Florida,USF,2013,11
Donnel Pumphrey,APB,2013,3,San Diego State,SDSU,2013,20
Donnel Pumphrey,APB,2013,3,San Diego State,SDSU,2013,17
Donnel Pumphrey,APB,2013,3,San Diego State,SDSU,2013,0
Logan Woodside,PRO,2013,3,Toledo,TOL,2013,19
Logan Woodside,PRO,2013,3,Toledo,TOL,2013,45
Logan Woodside,PRO,2013,3,Toledo,TOL,2013,28
Kareem Hunt,RB,2013,3,Toledo,TOL,2013,6
Kareem Hunt,RB,2013,3,Toledo,TOL,2013,16
Kareem Hunt,RB,2013,3,Toledo,TOL,2013,12
Kareem Hunt,RB,2013,3,Toledo,TOL,2013,10
Kareem Hunt,RB,2013,3,Toledo,TOL,2013,0
Brandon Harris,WR,2013,3,LSU,LSU,2013,13
Brandon Harris,CB,2013,2,LSU,LSU,2013,13
Brandon Harris,DUAL,2014,4,LSU,LSU,2014,13
Brandon Harris,OLB,2015,2,LSU,LSU,2015,13
Ryan Smith,WR,2013,3,Auburn,AUB,2013,0
Ryan Smith,TE,2014,2,Auburn,AUB,2014,0
Ryan Smith,OT,2015,3,Auburn,AUB,2015,0
Ryan Smith,TE,2018,2,Auburn,AUB,2018,0
Ryan Smith,ILB,2020,3,Auburn,AUB,2020,0
Lamar Jordan,WR,2013,3,New Mexico,UNM,2013,9
Kieron Williams,CB,2013,3,Nebraska,NEB,2013,1
Tanner Lee,PRO,2013,3,Tulane,TULN,2013,12
Tanner Lee,PRO,2013,3,Tulane,TULN,2013,11
Tanner Lee,PRO,2013,3,Nebraska,NEB,2013,23
Kalib Woods,WR,2013,3,Florida Atlantic,FAU,2013,1
Josh Cox,S,2013,3,Central Michigan,CMU,2013,0
Justin Holman,DUAL,2013,2,Central Florida,UCF,2013,23
Colin McGuire,K,2013,2,Fresno State,FRES,2013,0
Jahad Thomas,RB,2013,2,Temple,TEM,2013,17
Jahad Thomas,RB,2013,2,Temple,TEM,2013,13
Jahad Thomas,RB,2013,2,Temple,TEM,2013,0
Parry Nickerson,CB,2013,2,Tulane,TULN,2013,0
Parry Nickerson,CB,2013,2,Tulane,TULN,2013,1
Joel Bouagnon,RB,2013,2,Northern Illinois,NIU,2013,18
Joel Bouagnon,RB,2013,2,Northern Illinois,NIU,2013,8
Joel Bouagnon,RB,2013,2,Northern Illinois,NIU,2013,0
Breon Borders,CB,2013,2,Duke,DUKE,2013,0
Kalif Phillips,APB,2013,2,Charlotte,CHAR,2013,5
Kalif Phillips,APB,2013,2,Charlotte,CHAR,2013,4
Anthony Miller,WR,2013,2,Memphis,MEM,2013,14
Anthony Miller,WR,2013,2,Memphis,MEM,2013,18
Anthony Miller,WR,2013,2,Memphis,MEM,2013,0
Jarveon Williams,CB,2013,2,UT San Antonio,UTSA,2013,8
Germod Williams,S,2013,2,Texas State,TXST,2013,0
Kai Nacua,DUAL,2013,2,BYU,BYU,2013,2
Kai Nacua,DUAL,2013,2,BYU,BYU,2013,0
Kyle Williams,OLB,2013,2,Arizona State,AZST,2013,7
Kyle Williams,OLB,2013,2,Arizona State,AZST,2013,8
Kyle Williams,ATH,2015,3,Arizona State,AZST,2015,7
Kyle Williams,ATH,2015,3,Arizona State,AZST,2015,8
Kyle Williams,DT,2015,2,Arizona State,AZST,2015,7
Kyle Williams,DT,2015,2,Arizona State,AZST,2015,8
Kyle Williams,ATH,2020,3,Arizona State,AZST,2020,7
Kyle Williams,ATH,2020,3,Arizona State,AZST,2020,8
Drew Morgan,ATH,2013,2,Arkansas,ARK,2013,10
Drew Morgan,ATH,2013,2,Arkansas,ARK,2013,3
Tyler Jones,PRO,2013,2,Texas State,TXST,2013,22
Tyler Jones,PRO,2013,2,Texas State,TXST,2013,14
Tyler Jones,PRO,2013,2,Texas State,TXST,2013,11
Tyler Jones,OG,2014,3,Texas State,TXST,2014,22
Tyler Jones,OG,2014,3,Texas State,TXST,2014,14
Tyler Jones,OG,2014,3,Texas State,TXST,2014,11
Tyler Jones,SDE,2014,3,Texas State,TXST,2014,22
Tyler Jones,SDE,2014,3,Texas State,TXST,2014,14
Tyler Jones,SDE,2014,3,Texas State,TXST,2014,11
Tyler Jones,WR,2014,2,Texas State,TXST,2014,22
Tyler Jones,WR,2014,2,Texas State,TXST,2014,14
Tyler Jones,WR,2014,2,Texas State,TXST,2014,11
Tyler Jones,S,2020,3,Texas State,TXST,2020,22
Tyler Jones,S,2020,3,Texas State,TXST,2020,14
Tyler Jones,S,2020,3,Texas State,TXST,2020,11
Jamar Summers,WR,2013,2,UConn,CONN,2013,1
Jamar Summers,WR,2014,3,UConn,CONN,2014,1
Emilio Nadelman,K,2013,2,South Florida,USF,2013,0
Jordan Howard,RB,2013,2,UAB,UAB,2013,2
Jordan Howard,RB,2013,2,UAB,UAB,2013,13
Jordan Howard,RB,2013,2,Indiana,IND,2013,9
Jordan Howard,RB,2013,2,UAB,UAB,2013,0
Jordan Howard,CB,2014,2,UAB,UAB,2014,2
Jordan Howard,CB,2014,2,UAB,UAB,2014,13
Jordan Howard,CB,2014,2,Indiana,IND,2014,9
Jordan Howard,CB,2014,2,UAB,UAB,2014,0
Jordan Howard,WR,2020,2,UAB,UAB,2020,2
Jordan Howard,WR,2020,2,UAB,UAB,2020,13
Jordan Howard,WR,2020,2,Indiana,IND,2020,9
Jordan Howard,WR,2020,2,UAB,UAB,2020,0
Josh Knight,WR,2013,2,Marshall,MRSH,2013,5
Nicholas Norris,WR,2013,2,Western Kentucky,WKU,2013,6
Nicholas Norris,WR,2013,2,Western Kentucky,WKU,2013,14
Nicholas Norris,WR,2013,2,Western Kentucky,WKU,2013,0
Matthew McCrane,K,2013,2,Kansas State,KSST,2013,0
Matt VandeBerg,WR,2013,2,Iowa,IOWA,2013,4
Taylor Lamb,PRO,2013,2,Appalachian State,APST,2013,32
Taylor Lamb,PRO,2013,2,Appalachian State,APST,2013,15
Taylor Lamb,PRO,2013,2,Appalachian State,APST,2013,27
Aaron Brown,CB,2013,2,Hawaii,HAW,2013,0
Devonte Boyd,WR,2013,2,UNLV,UNLV,2013,4
Robert Davis,APB,2013,2,Georgia State,GAST,2013,6
Robert Davis,APB,2013,2,Georgia State,GAST,2013,5
Robert Davis,WR,2013,2,Georgia State,GAST,2013,6
Robert Davis,WR,2013,2,Georgia State,GAST,2013,5
Marcus Kemp,WR,2013,2,Hawaii,HAW,2013,3
Marcus Kemp,WR,2013,2,Hawaii,HAW,2013,8
Ronnie Moore,ATH,2013,2,Bowling Green,BGSU,2013,5
Ronnie Moore,ATH,2013,2,Bowling Green,BGSU,2013,6
Nick Mullens,PRO,2013,2,Southern Mississippi,USM,2013,13
Nick Mullens,PRO,2013,2,Southern Mississippi,USM,2013,12
Nick Mullens,PRO,2013,2,Southern Mississippi,USM,2013,38
Nick Mullens,PRO,2013,2,Southern Mississippi,USM,2013,24
A.J. Erdely,PRO,2013,2,UAB,UAB,2013,16
A.J. Erdely,PRO,2015,2,UAB,UAB,2015,16
Davon Grayson,WR,2013,2,East Carolina,ECU,2013,6
Josey Jewell,OLB,2013,2,Iowa,IOWA,2013,1
Marcus Cox,ATH,2013,2,Appalachian State,APST,2013,19
Marcus Cox,ATH,2013,2,Appalachian State,APST,2013,9
Marcus Cox,ATH,2013,2,Appalachian State,APST,2013,0
Jordan Chunn,FB,2013,2,Troy,TROY,2013,16
Jordan Chunn,FB,2013,2,Troy,TROY,2013,10
Jordan Chunn,FB,2013,2,Troy,TROY,2013,0
Austin Rehkow,K,2013,2,Idaho,IDHO,2013,0
Malik Smith,S,2013,2,San Diego State,SDSU,2013,0
Malik Smith,OLB,2013,2,San Diego State,SDSU,2013,0
Malik Smith,S,2016,3,San Diego State,SDSU,2015,0
Xavier Johnson,RB,2013,2,South Alabama,USA,2013,7
Xavier Johnson,WR,2018,3,South Alabama,USA,2018,7
Jonnu Smith,TE,2013,2,Florida International,FIU,2013,8
Corey Davis,WR,2013,2,Western Michigan,WMU,2013,6
Corey Davis,WR,2013,2,Western Michigan,WMU,2013,15
Corey Davis,WR,2013,2,Western Michigan,WMU,2013,12
Corey Davis,WR,2013,2,Western Michigan,WMU,2013,19
Corey Davis,WR,2013,2,Western Michigan,WMU,2013,0
Weston Steelhammer,S,2013,2,Air Force,AF,2013,0
Patrick Smith,ATH,2013,2,Middle Tennessee,MTSU,2013,6
Patrick Smith,DT,2020,3,Middle Tennessee,MTSU,2020,6
Patrick Smith,RB,2020,3,Middle Tennessee,MTSU,2020,6
Patrick Smith,CB,2021,3,Middle Tennessee,MTSU,2020,6
Trevon Brown,WR,2013,2,East Carolina,ECU,2013,7
Trevon Brown,WR,2013,2,East Carolina,ECU,2013,9
Akrum Wadley,RB,2013,2,Iowa,IOWA,2013,10
Taywan Taylor,WR,2013,2,Western Kentucky,WKU,2013,17
Taywan Taylor,WR,2013,2,Western Kentucky,WKU,2013,0
Stephen Johnson,DUAL,2013,2,Kentucky,KY,2013,13
Stephen Johnson,DUAL,2013,2,Kentucky,KY,2013,10
Stephen Johnson,ATH,2015,4,Kentucky,KY,2015,13
Stephen Johnson,ATH,2015,4,Kentucky,KY,2015,10
Stephen Johnson,DUAL,2015,3,Kentucky,KY,2015,13
Stephen Johnson,DUAL,2015,3,Kentucky,KY,2015,10
Christian Jones,DUAL,2013,2,Northwestern,NW,2013,4
Christian Jones,OT,2018,3,Northwestern,NW,2018,4
Christian Jones,OT,2020,3,Northwestern,NW,2020,4
Luke Falk,PRO,2013,2,Washington State,WSU,2013,13
Luke Falk,PRO,2013,2,Washington State,WSU,2013,38
Luke Falk,PRO,2013,2,Washington State,WSU,2013,30
Eric Thomas,ILB,2013,2,Troy,TROY,2013,12
Eric Thomas,ILB,2013,2,Troy,TROY,2013,9
Eric Thomas,WDE,2020,3,Troy,TROY,2020,12
Eric Thomas,WDE,2020,3,Troy,TROY,2020,9
Ryan Carter,CB,2013,2,Clemson,CLEM,2013,1
Quentin Poling,OLB,2013,2,Ohio,OHIO,2013,2
Tanner Gentry,S,2013,2,Wyoming,WYO,2013,14
Matt Breida,RB,2013,2,Georgia Southern,GSU,2013,17
Matt Breida,RB,2013,2,Georgia Southern,GSU,2013,0
Chris Callahan,K,2013,2,Baylor,BAY,2013,0
Matt Linehan,PRO,2013,2,Idaho,IDHO,2013,11
Matt Linehan,PRO,2013,2,Idaho,IDHO,2013,16
Matt Linehan,PRO,2013,2,Idaho,IDHO,2013,19
Calvin Munson,ILB,2013,2,San Diego State,SDSU,2013,1
Bryant Shirreffs,PRO,2013,2,UConn,CONN,2013,9
Bryant Shirreffs,PRO,2013,2,UConn,CONN,2013,7
Bryant Shirreffs,PRO,2013,2,UConn,CONN,2013,14
Nick Holley,ATH,2013,2,Kent State,KENT,2013,10
Jake Elliott,K,2013,2,Memphis,MEM,2013,0
Canon Rooker,K,2013,2,Middle Tennessee,MTSU,2013,0
Mike Weaver,P,2013,2,Wake Forest,WF,2013,0
Jonathan Barnes,K,2013,2,Louisiana Tech,LT,2013,0
Joe Ferguson,DUAL,2013,2,Wisconsin,WISC,2013,1
Griffin Oakes,K,2013,1,Indiana,IND,2013,0
Steven Nelson,CB,2013,3,Oregon State,ORST,2013,1
Mario Alford,ATH,2013,3,West Virginia,WVU,2013,11
Nick Marshall,ATH,2013,3,Auburn,AUB,2013,14
Nick Marshall,ATH,2013,3,Auburn,AUB,2013,20
Nick Marshall,ATH,2013,3,Auburn,AUB,2013,12
Nick Marshall,ATH,2013,3,Auburn,AUB,2013,11
Jaelen Strong,WR,2013,3,Arizona State,AZST,2013,7
Jaelen Strong,WR,2013,3,Arizona State,AZST,2013,10
Jake Waters,PRO,2013,3,Kansas State,KSST,2013,18
Jake Waters,PRO,2013,3,Kansas State,KSST,2013,22
Tanner McEvoy,DUAL,2013,3,Wisconsin,WISC,2013,0
Vince Mayle,WR,2013,3,Washington State,WSU,2013,9
Cameron Artis-Payne,RB,2013,3,Auburn,AUB,2013,13
Taj Letman,S,2013,3,Marshall,MRSH,2013,0
Devontae Booker,RB,2013,3,Utah,UTAH,2013,10
Devontae Booker,RB,2013,3,Utah,UTAH,2013,11
Kevin White,WR,2013,3,West Virginia,WVU,2013,10
Kevin White,SDE,2015,2,West Virginia,WVU,2015,10
David Washington,DT,2013,3,Old Dominion,ODU,2013,31
Nick Montana,PRO,2013,3,Tulane,TULN,2013,14
Kapri Bibbs,RB,2013,3,Colorado State,CSU,2013,31
Kapri Bibbs,RB,2013,3,Colorado State,CSU,2013,0
Ed'Marques Batties,WR,2013,3,Middle Tennessee,MTSU,2013,13
Don Jackson,RB,2013,3,Nevada,NEV,2013,7
Don Jackson,RB,2013,3,Nevada,NEV,2013,8
Brian Burrell,PRO,2013,2,Fresno State,FRES,2013,22
Tyler Rausa,K,2013,2,Boise State,BSU,2013,0
C.J. Best,RB,2013,2,Texas State,TXST,2013,1
Rashad Greene,WR,2013,2,Florida State,FSU,2013,9
Rashad Greene,WR,2013,2,Florida State,FSU,2013,7
Rashad Greene,WR,2013,2,Florida State,FSU,2013,6
Lucky Whitehead,WR,2013,2,Florida Atlantic,FAU,2013,6
Brandon Jones,S,2013,2,Rutgers,RUT,2013,1
Brandon Jones,S,2015,4,Rutgers,RUT,2015,1
Brandon Jones,SDE,2015,3,Rutgers,RUT,2015,1
Brandon Jones,SDE,2016,3,Rutgers,RUT,2015,1
Brandon Jones,RB,2019,2,Rutgers,RUT,2019,1
Brandon Jones,CB,2020,3,Rutgers,RUT,2020,1
Brandon Jones,WR,2020,2,Rutgers,RUT,2020,1
James Williams,S,2013,2,Washington State,WSU,2013,3
James Williams,S,2013,2,Washington State,WSU,2013,4
James Williams,RB,2015,3,Washington State,WSU,2015,3
James Williams,RB,2015,3,Washington State,WSU,2015,4
James Williams,SDE,2018,3,Washington State,WSU,2018,3
James Williams,SDE,2018,3,Washington State,WSU,2018,4
James Williams,DT,2018,2,Washington State,WSU,2018,3
James Williams,DT,2018,2,Washington State,WSU,2018,4
James Williams,CB,2019,3,Washington State,WSU,2019,3
James Williams,CB,2019,3,Washington State,WSU,2019,4
James Williams,K,2020,3,Washington State,WSU,2020,3
James Williams,K,2020,3,Washington State,WSU,2020,4
James Williams,S,2020,5,Washington State,WSU,2020,3
James Williams,S,2020,5,Washington State,WSU,2020,4
Leonard Fournette,RB,2014,5,LSU,LSU,2014,10
Leonard Fournette,RB,2014,5,LSU,LSU,2014,22
Leonard Fournette,RB,2014,5,LSU,LSU,2014,0
Quin Blanding,S,2014,5,Virginia,UVA,2014,0
Adoree' Jackson,CB,2014,5,USC,USC,2014,0
Kyle Allen,PRO,2014,5,Texas A&M,TAMU,2014,17
Dalvin Cook,RB,2014,5,Florida State,FSU,2014,8
Dalvin Cook,RB,2014,5,Florida State,FSU,2014,19
Dalvin Cook,RB,2014,5,Florida State,FSU,2014,0
Joe Mixon,APB,2014,5,Oklahoma,OKLA,2014,10
Joe Mixon,APB,2014,5,Oklahoma,OKLA,2014,0
Sony Michel,RB,2014,5,Georgia,UGA,2014,8
Sony Michel,RB,2014,5,Georgia,UGA,2014,16
Sony Michel,RB,2014,5,Georgia,UGA,2014,0
JuJu Smith-Schuster,ATH,2014,5,USC,USC,2014,5
JuJu Smith-Schuster,ATH,2014,5,USC,USC,2014,10
KD Cannon,WR,2014,5,Baylor,BAY,2014,8
KD Cannon,WR,2014,5,Baylor,BAY,2014,13
Jamal Adams,S,2014,5,LSU,LSU,2014,0
Nick Chubb,RB,2014,5,Georgia,UGA,2014,14
Nick Chubb,RB,2014,5,Georgia,UGA,2014,8
Nick Chubb,RB,2014,5,Georgia,UGA,2014,15
Nick Chubb,RB,2014,5,Georgia,UGA,2014,0
Royce Freeman,RB,2014,4,Oregon,ORE,2014,18
Royce Freeman,RB,2014,4,Oregon,ORE,2014,17
Royce Freeman,RB,2014,4,Oregon,ORE,2014,9
Royce Freeman,RB,2014,4,Oregon,ORE,2014,16
Royce Freeman,RB,2014,4,Oregon,ORE,2014,0
Damon Webb,CB,2014,4,Ohio State,OSU,2014,1
Jalen Hurd,ATH,2014,4,Baylor,BAY,2014,4
Jalen Hurd,ATH,2014,4,Tennessee,TENN,2014,5
Jalen Hurd,ATH,2014,4,Tennessee,TENN,2014,12
Jalen Hurd,ATH,2014,4,Baylor,BAY,2014,3
Jalen Hurd,ATH,2014,4,Baylor,BAY,2014,0
Deshaun Watson,DUAL,2014,4,Clemson,CLEM,2014,35
Deshaun Watson,DUAL,2014,4,Clemson,CLEM,2014,41
Deshaun Watson,DUAL,2014,4,Clemson,CLEM,2014,12
Travis Rudolph,WR,2014,4,Florida State,FSU,2014,7
Elijah Hood,RB,2014,4,North Carolina,UNC,2014,17
Elijah Hood,RB,2014,4,North Carolina,UNC,2014,8
Elijah Hood,RB,2014,4,North Carolina,UNC,2014,0
Joseph Yearby,RB,2014,4,Miami,MIA,2014,6
Will Grier,PRO,2014,4,Florida,WVU,2014,34
Will Grier,PRO,2014,4,Florida,WVU,2014,37
Will Grier,PRO,2014,4,Florida,WVU,2014,0
Marshon Lattimore,CB,2014,4,Ohio State,OSU,2014,1
Curtis Samuel,ATH,2014,4,Ohio State,OSU,2014,7
Curtis Samuel,ATH,2014,4,Ohio State,OSU,2014,0
Todd Kelly Jr.,S,2014,4,Tennessee,TENN,2014,0
Artavis Scott,WR,2014,4,Clemson,CLEM,2014,8
Artavis Scott,WR,2014,4,Clemson,CLEM,2014,6
Artavis Scott,WR,2014,4,Clemson,CLEM,2014,5
Allen Lazard,WR,2014,4,Iowa State,IAST,2014,6
Allen Lazard,WR,2014,4,Iowa State,IAST,2014,7
Allen Lazard,WR,2014,4,Iowa State,IAST,2014,10
Trey Quinn,WR,2014,4,SMU,SMU,2014,13
Trey Quinn,WR,2014,4,SMU,SMU,2014,0
Christian McCaffrey,APB,2014,4,Stanford,STAN,2014,8
Christian McCaffrey,APB,2014,4,Stanford,STAN,2014,13
Christian McCaffrey,APB,2014,4,Stanford,STAN,2014,0
Jacob Park,PRO,2014,4,Iowa State,IAST,2014,12
Jacob Park,PRO,2015,3,Iowa State,IAST,2015,12
Treon Harris,ATH,2014,4,Florida,FLA,2014,9
Mark Andrews,WR,2014,4,Oklahoma,OKLA,2014,8
J.C. Jackson,WR,2014,4,Maryland,MD,2014,0
Adarius Pickett,CB,2014,4,UCLA,UCLA,2014,0
Parris Campbell,WR,2014,4,Ohio State,OSU,2014,11
Brad Kaaya,PRO,2014,4,Miami,MIA,2014,26
Brad Kaaya,PRO,2014,4,Miami,MIA,2014,16
Brad Kaaya,PRO,2014,4,Miami,MIA,2014,27
Justice Hansen,DUAL,2014,4,Arkansas State,ARST,2014,19
Justice Hansen,DUAL,2014,4,Arkansas State,ARST,2014,37
Justice Hansen,DUAL,2014,4,Arkansas State,ARST,2014,27
Justice Hansen,DUAL,2015,3,Arkansas State,ARST,2015,19
Justice Hansen,DUAL,2015,3,Arkansas State,ARST,2015,37
Justice Hansen,DUAL,2015,3,Arkansas State,ARST,2015,27
Erik Brown,WR,2014,4,UT San Antonio,UTSA,2014,0
Chris Godwin,WR,2014,4,Penn State,PSU,2014,5
Chris Godwin,WR,2014,4,Penn State,PSU,2014,11
Justin Jackson,APB,2014,4,Northwestern,NW,2014,10
Justin Jackson,APB,2014,4,Northwestern,NW,2014,5
Justin Jackson,APB,2014,4,Northwestern,NW,2014,15
Justin Jackson,APB,2014,4,Northwestern,NW,2014,11
Justin Jackson,APB,2014,4,Northwestern,NW,2014,0
Justin Jackson,SDE,2020,3,Northwestern,NW,2020,10
Justin Jackson,SDE,2020,3,Northwestern,NW,2020,5
Justin Jackson,SDE,2020,3,Northwestern,NW,2020,15
Justin Jackson,SDE,2020,3,Northwestern,NW,2020,11
Justin Jackson,SDE,2020,3,Northwestern,NW,2020,0
Matt Elam,DT,2014,4,Florida,FLA,2014,0
Kenny Young,ILB,2014,4,Miami (OH),MIOH,2014,6
Kenny Young,ATH,2014,2,Miami (OH),MIOH,2014,6
Clayton Thorson,PRO,2014,4,Northwestern,NW,2014,22
Clayton Thorson,PRO,2014,4,Northwestern,NW,2014,15
Clayton Thorson,PRO,2014,4,Northwestern,NW,2014,17
Duke Dawson,CB,2014,4,Florida,FLA,2014,1
Armani Watts,S,2014,4,Texas A&M,TAMU,2014,0
Chris Lammons,CB,2014,4,South Carolina,SCAR,2014,0
K.J. Carta-Samuels,PRO,2014,4,Colorado State,CSU,2014,19
Mike Gesicki,TE,2014,4,Penn State,PSU,2014,9
Terence Williams,ATH,2014,4,Baylor,BAY,2014,11
Terence Williams,ATH,2015,3,Baylor,BAY,2015,11
Terence Williams,CB,2018,3,Baylor,BAY,2018,11
Nick Wilson,RB,2014,4,Arizona,ARIZ,2014,16
Nick Wilson,RB,2014,4,Arizona,ARIZ,2014,0
Nick Wilson,OG,2015,4,Arizona,ARIZ,2015,16
Nick Wilson,OG,2015,4,Arizona,ARIZ,2015,0
Nick Wilson,OLB,2015,2,Arizona,ARIZ,2015,16
Nick Wilson,OLB,2015,2,Arizona,ARIZ,2015,0
DeShone Kizer,PRO,2014,4,Notre Dame,ND,2014,21
DeShone Kizer,PRO,2014,4,Notre Dame,ND,2014,26
Samaje Perine,RB,2014,4,Oklahoma,OKLA,2014,21
Samaje Perine,RB,2014,4,Oklahoma,OKLA,2014,16
Samaje Perine,RB,2014,4,Oklahoma,OKLA,2014,12
Samaje Perine,RB,2014,4,Oklahoma,OKLA,2014,0
Darrel Williams,ATH,2014,4,LSU,LSU,2014,9
Aeris Williams,RB,2014,4,Mississippi State,MSST,2014,6
Mavin Saunders,TE,2014,4,Kansas,KAN,2014,0
Mason Rudolph,PRO,2014,4,Oklahoma State,OKST,2014,21
Mason Rudolph,PRO,2014,4,Oklahoma State,OKST,2014,28
Mason Rudolph,PRO,2014,4,Oklahoma State,OKST,2014,37
Jalan McClendon,PRO,2014,4,Baylor,BAY,2014,2
Jalan McClendon,PRO,2014,4,Baylor,BAY,2014,0
Kyle Gibson,S,2014,4,Central Florida,UCF,2014,0
Manny Wilkins,DUAL,2014,4,Arizona State,AZST,2014,12
Manny Wilkins,DUAL,2014,4,Arizona State,AZST,2014,20
Travon McMillian,DUAL,2014,4,Virginia Tech,VT,2014,7
Kalen Ballage,ATH,2014,4,Arizona State,AZST,2014,0
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,22
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,24
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,25
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,12
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,18
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,11
Quinton Flowers,DUAL,2014,3,South Florida,USF,2014,0
Mike Edwards,S,2014,3,Kentucky,KY,2014,0
Mike Edwards,DT,2015,3,Kentucky,KY,2015,0
Mike Edwards,OT,2018,3,Kentucky,KY,2018,0
Ishmael Zamora,WR,2014,3,Baylor,BAY,2014,8
Malik Hooker,ATH,2014,3,Ohio State,OSU,2014,3
Braxton Berrios,WR,2014,3,Miami,MIA,2014,9
Justin Stockton,RB,2014,3,Texas Tech,TTU,2014,4
Demario Richard,RB,2014,3,Arizona State,AZST,2014,7
Demario Richard,RB,2014,3,Arizona State,AZST,2014,12
Jon Hilliman,RB,2014,3,Boston College,BC,2014,13
Isaiah Ford,WR,2014,3,Virginia Tech,VT,2014,6
Isaiah Ford,WR,2014,3,Virginia Tech,VT,2014,11
Isaiah Ford,WR,2014,3,Virginia Tech,VT,2014,7
Kamryn Pettway,RB,2014,3,Auburn,AUB,2014,7
John Battle,S,2014,3,LSU,LSU,2014,0
Tegray Scales,OLB,2014,3,Indiana,IND,2014,0
Wilton Speight,PRO,2014,3,Michigan,MICH,2014,18
Cam Phillips,WR,2014,3,Virginia Tech,VT,2014,5
Cam Phillips,WR,2014,3,Virginia Tech,VT,2014,7
Cam Phillips,S,2018,3,Arizona State,VT,2018,5
Cam Phillips,S,2018,3,Arizona State,VT,2018,7
Tyler Wiegers,PRO,2014,3,Eastern Michigan,EMU,2014,11
D'Ernest Johnson,RB,2014,3,South Florida,USF,2014,7
Dylan Thompson,SDE,2014,3,South Carolina,SCAR,2014,26
Josh Allen,OG,2014,3,Wyoming,WYO,2014,28
Josh Allen,OG,2014,3,Wyoming,WYO,2014,16
Josh Allen,WDE,2015,2,Wyoming,WYO,2015,28
Josh Allen,WDE,2015,2,Wyoming,WYO,2015,16
Josh Allen,DUAL,2015,3,Wyoming,WYO,2015,28
Josh Allen,DUAL,2015,3,Wyoming,WYO,2015,16
Josh Allen,SDE,2016,3,Wyoming,WYO,2015,28
Josh Allen,SDE,2016,3,Wyoming,WYO,2015,16
M.J. Stewart,S,2014,3,North Carolina,UNC,2014,0
Jordan Thomas,S,2014,3,Oklahoma,OKLA,2014,1
Jordan Thomas,TE,2015,3,Oklahoma,OKLA,2015,1
Vic Wharton,ATH,2014,3,California,CAL,2014,5
Jordan Lasley,WR,2014,3,UCLA,UCLA,2014,9
Andrew Beck,ILB,2014,3,Texas,TEX,2014,0
Curtis Bolton,OLB,2014,3,Oklahoma,OKLA,2014,0
David Blough,PRO,2014,3,Purdue,PUR,2014,10
David Blough,PRO,2014,3,Purdue,PUR,2014,25
Nick Scott,ATH,2014,3,Penn State,PSU,2014,0
Nick Scott,ATH,2014,3,,PSU,2014,0
LJ Scott,FB,2014,3,Louisville,MSU,2014,6
LJ Scott,FB,2014,3,Louisville,MSU,2014,8
LJ Scott,RB,2015,4,Michigan State,MSU,2015,6
LJ Scott,RB,2015,4,Michigan State,MSU,2015,8
Trace McSorley,DUAL,2014,3,Penn State,PSU,2014,29
Trace McSorley,DUAL,2014,3,Penn State,PSU,2014,28
Trace McSorley,DUAL,2014,3,Penn State,PSU,2014,18
Chris Platt,WR,2014,3,Baylor,BAY,2014,0
Matt Nelson,TE,2014,3,Louisiana Tech,LT,2014,0
Shay Fields,WR,2014,3,Colorado,COL,2014,9
Andrew Ford,PRO,2014,3,UMass,MASS,2014,26
Andrew Ford,PRO,2014,3,UMass,MASS,2014,22
Andrew Ford,PRO,2015,3,UMass,MASS,2015,26
Andrew Ford,PRO,2015,3,UMass,MASS,2015,22
Elijah Lee,OLB,2014,3,Kansas State,KSST,2014,0
Peyton Bender,PRO,2014,3,Kansas,KAN,2014,10
