Player,Position,Year_Recruited,Stars,Team,Team_Played_For,Year_Played,TD
Dorial Green-Beckham,WR,2011,5,Missouri,MIZZ,2010,12
Johnathan Gray,RB,2011,5,Texas,TEX,2010,4
Stefon Diggs,WR,2011,5,Maryland,MD,2010,5
Jameis Winston,DUAL,2011,5,Florida State,FSU,2010,40
Jameis Winston,DUAL,2011,5,Florida State,FSU,2010,25
Duke Johnson,APB,2011,5,Miami,MIA,2010,6
Duke Johnson,APB,2011,5,Miami,MIA,2010,10
Josh Harvey-Clemons,OLB,2011,5,Louiville,LOU,2010,0
Tracy Howard,CB,2011,5,Miami,MIA,2010,1
Gunner Kiel,PRO,2011,5,Cincinnati,CINN,2010,31
Gunner Kiel,PRO,2011,5,Cincinnati,CINN,2010,19
T.J. Yeldon,RB,2011,5,Alabama,ALA,2010,14
T.J. Yeldon,RB,2011,5,Alabama,ALA,2010,11
T.J. Yeldon,RB,2011,5,Alabama,ALA,2010,12
Nelson Agholor,ATH,2011,5,USC,USC,2010,6
Nelson Agholor,ATH,2011,5,USC,USC,2010,12
Nelson Agholor,ATH,2011,5,USC,USC,2010,0
Rushel Shell,RB,2011,5,West Virginia,WVU,2010,7
Devin Fuller,ATH,2011,4,UCLA,UCLA,2010,1
Deontay Greenberry,WR,2011,4,Houston,HOU,2010,11
Amari Cooper,WR,2011,4,Alabama,ALA,2010,16
Amari Cooper,WR,2011,4,Alabama,ALA,2010,11
Amari Cooper,WR,2011,4,Alabama,ALA,2010,0
Mike Davis,RB,2011,4,Texas,TEX,2010,7
Mike Davis,RB,2011,4,South Carolina,SCAR,2010,11
Mike Davis,RB,2011,4,South Carolina,SCAR,2010,9
Jonathan Taylor,DT,2011,4,Wisconsin,WISC,2010,13
Jonathan Taylor,DT,2015,3,Wisconsin,WISC,2015,13
Jonathan Taylor,RB,2016,3,Wisconsin,WISC,2015,13
Brian Poole,S,2011,4,Florida,FLA,2010,1
Geno Smith,CB,2011,4,West Virginia,WVU,2010,24
Geno Smith,CB,2011,4,West Virginia,WVU,2010,31
Geno Smith,CB,2011,4,West Virginia,WVU,2010,42
Cayleb Jones,WR,2011,4,Arizona,ARIZ,2010,9
Cayleb Jones,WR,2011,4,Arizona,ARIZ,2010,5
Todd Gurley,RB,2011,4,Georgia,UGA,2010,10
Todd Gurley,RB,2011,4,Georgia,UGA,2010,9
Todd Gurley,RB,2011,4,Georgia,UGA,2010,17
Todd Gurley,RB,2011,4,Georgia,UGA,2010,0
Bryce Treggs,WR,2011,4,California,CAL,2010,1
Bralon Addison,WR,2011,4,Oregon,ORE,2010,7
Bralon Addison,WR,2011,4,Oregon,ORE,2010,10
Aaron Burbridge,WR,2011,4,Michigan State,MSU,2010,7
Sterling Shepard,WR,2011,4,Oklahoma,OKLA,2010,11
Cyler Miles,DUAL,2011,4,Washington,WASH,2010,17
Darreus Rogers,WR,2011,4,USC,USC,2010,4
Byron Marshall,RB,2011,4,Oregon,ORE,2010,5
Byron Marshall,RB,2011,4,Oregon,ORE,2010,14
Byron Marshall,RB,2011,4,Oregon,ORE,2010,0
Tanner Mangum,PRO,2011,4,BYU,BYU,2010,23
Tanner Mangum,PRO,2011,4,BYU,BYU,2010,8
Matt Davis,DUAL,2011,4,SMU,SMU,2010,16
Jordan Payton,WR,2011,4,UCLA,UCLA,2010,7
Jordan Payton,WR,2011,4,UCLA,UCLA,2010,5
Ishmael Adams,CB,2011,4,UCLA,UCLA,2010,0
D.J. Foster,ATH,2011,4,Arizona State,AZST,2010,4
D.J. Foster,ATH,2011,4,Arizona State,AZST,2010,3
D.J. Foster,ATH,2011,4,Arizona State,AZST,2010,9
Justin Thomas,ATH,2011,4,Georgia Tech,GT,2010,8
Justin Thomas,CB,2011,4,Georgia Tech,GT,2010,8
Justin Thomas,S,2015,2,Georgia Tech,GT,2015,8
Justin Thomas,SDE,2016,3,Georgia Tech,GT,2015,8
Justin Thomas,WR,2018,2,Georgia Tech,GT,2018,8
Geno Lewis,WR,2011,4,Penn State,PSU,2010,2
Corey Coleman,ATH,2011,4,Baylor,BAY,2010,11
Corey Coleman,ATH,2011,4,Baylor,BAY,2010,20
Corey Coleman,ATH,2011,4,Baylor,BAY,2010,0
Matt Jones,ATH,2011,4,Florida,FLA,2010,6
Matt Jones,OT,2015,3,Florida,FLA,2015,6
Matt Jones,WDE,2019,3,Florida,FLA,2019,6
Gabe Marks,WR,2011,4,Washington State,WSU,2010,7
Gabe Marks,WR,2011,4,Washington State,WSU,2010,15
Gabe Marks,WR,2011,4,Washington State,WSU,2010,13
Gabe Marks,WR,2011,4,Washington State,WSU,2010,0
Leonte Carroo,WR,2011,4,Rutgers,RUT,2010,10
Jonathan Williams,RB,2011,4,Arkansas,ARK,2010,4
Jonathan Williams,RB,2011,4,Arkansas,ARK,2010,12
Jonathan Williams,RB,2011,4,Arkansas,ARK,2010,0
Jonathan Williams,WR,2011,3,Arkansas,ARK,2010,4
Jonathan Williams,WR,2011,3,Arkansas,ARK,2010,12
Jonathan Williams,WR,2011,3,Arkansas,ARK,2010,0
Jaydon Mickens,WR,2011,4,Washington,WASH,2010,5
Jaydon Mickens,WR,2011,4,Washington,WASH,2010,4
Jaydon Mickens,WR,2011,4,Washington,WASH,2010,2
Chad Kelly,DUAL,2011,4,Ole Miss,MISS,2010,31
Chad Kelly,DUAL,2011,4,Ole Miss,MISS,2010,19
Chad Kelly,DUAL,2015,3,Ole Miss,MISS,2015,31
Chad Kelly,DUAL,2015,3,Ole Miss,MISS,2015,19
Demetrious Cox,S,2011,4,Michigan State,MSU,2010,0
A.J. Leggett,CB,2011,4,Marshall,MRSH,2010,0
Danny O'Brien,DT,2011,4,Maryland,MD,2010,22
Danny O'Brien,DT,2011,4,Maryland,MD,2010,7
Chad Voytik,PRO,2011,4,Pittsburgh,PITT,2010,16
Amara Darboh,WR,2011,4,Michigan,MICH,2010,5
Amara Darboh,WR,2011,4,Michigan,MICH,2010,7
Greyson Lambert,PRO,2011,4,Georgia,UGA,2010,12
Jordan Westerkamp,WR,2011,4,Nebraska,NEB,2010,7
Devin Funchess,TE,2011,4,Michigan,MICH,2010,4
Ryan Reid,CB,2011,4,Baylor,BAY,2010,0
Cordrea Tankersley,ATH,2011,4,Clemson,CLEM,2010,1
Cordrea Tankersley,ATH,2011,4,Clemson,CLEM,2010,0
Cordrea Tankersley,CB,2013,3,Clemson,CLEM,2013,1
Cordrea Tankersley,CB,2013,3,Clemson,CLEM,2013,0
Travis Wilson,PRO,2011,4,Utah,UTAH,2010,16
Travis Wilson,PRO,2011,4,Utah,UTAH,2010,18
Travis Wilson,PRO,2011,4,Utah,UTAH,2010,13
Travis Wilson,WR,2013,2,Utah,UTAH,2013,16
Travis Wilson,WR,2013,2,Utah,UTAH,2013,18
Travis Wilson,WR,2013,2,Utah,UTAH,2013,13
Kenny Lawler,WR,2011,4,California,CAL,2010,9
Trevor Knight,PRO,2011,4,Oklahoma,OKLA,2010,14
Trevor Knight,PRO,2011,4,Texas A&M,TAMU,2010,19
Will Redmond,ATH,2011,4,Mississippi State,MSST,2010,0
Jeremy Hill,RB,2011,4,LSU,LSU,2010,16
Jeremy Hill,RB,2011,4,LSU,LSU,2010,0
Maty Mauk,DUAL,2011,4,Missouri,MIZZ,2010,25
I'Tavius Mathers,RB,2011,4,Middle Tennessee,MTSU,2010,3
I'Tavius Mathers,RB,2011,4,Middle Tennessee,MTSU,2010,17
I'Tavius Mathers,RB,2011,4,Middle Tennessee,MTSU,2010,0
Quinshad Davis,WR,2011,4,North Carolina,UNC,2010,5
Patrick Towles,PRO,2011,4,Kentucky,KY,2010,14
Patrick Towles,PRO,2011,4,Kentucky,KY,2010,9
Patrick Towles,PRO,2011,4,Kentucky,BC,2010,12
Corey Jones,ATH,2011,4,Toledo,TOL,2010,5
Corey Jones,ATH,2019,3,Toledo,TOL,2019,5
Wes Lunt,PRO,2011,4,Illinois,ILL,2010,14
C.J. Prosise,S,2011,4,Notre Dame,ND,2010,11
Nathan Peterman,PRO,2011,4,Pittsburgh,PITT,2010,20
Nathan Peterman,PRO,2011,4,Pittsburgh,PITT,2010,27
Randall Goforth,CB,2011,3,UCLA,UCLA,2010,1
Darion Monroe,CB,2011,3,Tulane,TULN,2010,0
Jaime Wilson,ATH,2011,3,Western Michigan,WMU,2010,6
Trent Taylor,SDE,2011,3,Louisiana Tech,LT,2010,9
Trent Taylor,SDE,2011,3,Louisiana Tech,LT,2010,12
Trent Taylor,WR,2013,3,Louisiana Tech,LT,2013,9
Trent Taylor,WR,2013,3,Louisiana Tech,LT,2013,12
Tyler O'Connor,PRO,2011,3,Michigan State,MSU,2010,16
Jonathan Jones,CB,2011,3,Auburn,AUB,2010,0
Jonathan Jones,WR,2014,2,Auburn,AUB,2014,0
Jonathan Jones,OLB,2015,3,Auburn,AUB,2015,0
Jonathan Jones,SDE,2020,3,Auburn,AUB,2020,0
James Summers,ATH,2011,3,East Carolina,ECU,2010,7
James Summers,DUAL,2013,3,East Carolina,ECU,2013,7
James Summers,DUAL,2015,3,East Carolina,ECU,2015,7
D.J. White,CB,2011,3,Georgia Tech,GT,2010,1
Chris Brown,ATH,2011,3,Oklahoma,OKLA,2010,7
Chris Brown,RB,2011,3,Oklahoma,OKLA,2010,7
Chris Brown,DT,2011,2,Oklahoma,OKLA,2010,7
Chris Brown,OG,2014,4,Oklahoma,OKLA,2014,7
Chris Brown,OT,2014,2,Oklahoma,OKLA,2014,7
Chris Brown,S,2015,3,Oklahoma,OKLA,2015,7
Chris Brown,RB,2018,3,Oklahoma,OKLA,2018,7
Trae Elston,S,2011,3,Ole Miss,MISS,2010,2
Tyvis Powell,ATH,2011,3,Ohio State,OSU,2010,0
Nate Sudfeld,PRO,2011,3,Indiana,IND,2010,21
Nate Sudfeld,PRO,2011,3,Indiana,IND,2010,27
Roger Lewis,WR,2011,3,Bowling Green,BGSU,2010,7
Roger Lewis,WR,2011,3,Bowling Green,BGSU,2010,16
Roger Lewis,WR,2011,3,Bowling Green,BGSU,2010,0
Roger Lewis,WR,2014,2,Bowling Green,BGSU,2014,7
Roger Lewis,WR,2014,2,Bowling Green,BGSU,2014,16
Roger Lewis,WR,2014,2,Bowling Green,BGSU,2014,0
Karl Joseph,S,2011,3,West Virginia,WVU,2010,0
Zack Sanchez,CB,2011,3,Oklahoma,OKLA,2010,1
Russell Hansbrough,RB,2011,3,Missouri,MIZZ,2010,10
Chris Harper,WR,2011,3,California,CAL,2010,5
Chris Harper,WR,2011,3,Kansas State,KSST,2010,3
Jeremy Clark,S,2011,3,Michigan,MICH,2010,0
Jeremy Clark,WR,2016,2,Michigan,MICH,2015,0
James Burgess,OLB,2011,3,Louisville,LOU,2010,0
James Burgess,CB,2020,3,Louisville,LOU,2020,0
Ben Weaver,ILB,2011,3,Boise State,BSU,2010,0
Jalen Mills,CB,2011,3,LSU,LSU,2010,0
Shadrach Thornton,RB,2011,3,NC State,NCST,2010,4
Shadrach Thornton,RB,2011,3,NC State,NCST,2010,9
Tevin Coleman,RB,2011,3,Indiana,IND,2010,12
Tevin Coleman,RB,2011,3,Indiana,IND,2010,15
Tevin Coleman,RB,2011,3,Indiana,IND,2010,0
Anthony Wales,RB,2011,3,Western Kentucky,WKU,2010,9
Anthony Wales,RB,2011,3,Western Kentucky,WKU,2010,27
Anthony Wales,RB,2011,3,Western Kentucky,WKU,2010,0
Sebastian Smith,S,2011,3,Ohio,OHIO,2010,7
Sebastian Smith,S,2011,3,Ohio,OHIO,2010,4
Adam Griffith,K,2011,3,Alabama,ALA,2010,0
Kedrick Davis,WR,2011,3,Charlotte,CHAR,2010,0
Paul Perkins,ATH,2011,3,UCLA,UCLA,2010,9
Paul Perkins,ATH,2011,3,UCLA,UCLA,2010,14
Paul Perkins,ATH,2011,3,UCLA,UCLA,2010,0
Brandon Banks,CB,2011,3,Kansas State,KSST,2010,1
Donte Deayon,CB,2011,3,Boise State,BSU,2010,0
Donte Deayon,CB,2011,3,Boise State,BSU,2010,2
Philip Nelson,PRO,2011,3,Minnesota,ECU,2010,16
Seth Russell,PRO,2011,3,Baylor,BAY,2010,29
Seth Russell,PRO,2011,3,Baylor,BAY,2010,20
Matt Johns,PRO,2011,3,Virginia,UVA,2010,20
Blake Martinez,ILB,2011,3,Stanford,STAN,2010,0
Ross Martin,K,2011,3,Duke,DUKE,2010,0
Nate Cole,WR,2011,3,Cincinnati,CINN,2010,4
Roberto Aguayo,K,2011,3,Florida State,FSU,2010,0
Will Davis,ILB,2011,3,Utah State,USU,2010,1
Will Davis,DT,2015,3,Utah State,USU,2015,1
Marshall Morgan,K,2011,3,Georgia,UGA,2010,0
Gehrig Dieter,WR,2011,3,Bowling Green,BGSU,2010,10
Kenneth Dixon,RB,2011,3,Louisiana Tech,LT,2010,4
Kenneth Dixon,RB,2011,3,Louisiana Tech,LT,2010,22
Kenneth Dixon,RB,2011,3,Louisiana Tech,LT,2010,19
Kenneth Dixon,RB,2011,3,Louisiana Tech,LT,2010,27
Kenneth Dixon,RB,2011,3,Louisiana Tech,LT,2010,0
Chance Allen,WR,2011,3,Houston,HOU,2010,6
Chance Allen,OG,2013,3,Houston,HOU,2013,6
Shock Linwood,ATH,2011,3,Baylor,BAY,2010,8
Shock Linwood,ATH,2011,3,Baylor,BAY,2010,16
Shock Linwood,ATH,2011,3,Baylor,BAY,2010,10
Shock Linwood,ATH,2011,3,Baylor,BAY,2010,0
Shane Williams-Rhodes,WR,2011,3,Boise State,BSU,2010,6
Shane Williams-Rhodes,WR,2011,3,Boise State,BSU,2010,7
Shane Williams-Rhodes,WR,2011,3,Boise State,BSU,2010,0
Adairius Barnes,ATH,2011,3,Louisiana Tech,LT,2010,1
Adairius Barnes,ATH,2011,3,Louisiana Tech,LT,2010,0
Jordan Williams,OT,2011,3,Ball State,BALL,2010,10
Jordan Williams,OT,2011,3,Ball State,BALL,2010,6
Jordan Williams,OT,2011,3,Ball State,BALL,2010,8
Jordan Williams,WR,2011,3,Ball State,BALL,2010,10
Jordan Williams,WR,2011,3,Ball State,BALL,2010,6
Jordan Williams,WR,2011,3,Ball State,BALL,2010,8
Jordan Williams,OLB,2015,2,Ball State,BALL,2015,10
Jordan Williams,OLB,2015,2,Ball State,BALL,2015,6
Jordan Williams,OLB,2015,2,Ball State,BALL,2015,8
Jordan Williams,S,2015,2,Ball State,BALL,2015,10
Jordan Williams,S,2015,2,Ball State,BALL,2015,6
Jordan Williams,S,2015,2,Ball State,BALL,2015,8
Jordan Williams,WR,2015,2,Ball State,BALL,2015,10
Jordan Williams,WR,2015,2,Ball State,BALL,2015,6
Jordan Williams,WR,2015,2,Ball State,BALL,2015,8
Jordan Williams,WDE,2016,4,Ball State,BALL,2015,10
Jordan Williams,WDE,2016,4,Ball State,BALL,2015,6
Jordan Williams,WDE,2016,4,Ball State,BALL,2015,8
Jordan Williams,OT,2020,3,Ball State,BALL,2020,10
Jordan Williams,OT,2020,3,Ball State,BALL,2020,6
Jordan Williams,OT,2020,3,Ball State,BALL,2020,8
Jordan Williams,WR,2021,3,Ball State,BALL,2020,10
Jordan Williams,WR,2021,3,Ball State,BALL,2020,6
Jordan Williams,WR,2021,3,Ball State,BALL,2020,8
Jordan Williams,TE,2021,3,Ball State,BALL,2020,10
Jordan Williams,TE,2021,3,Ball State,BALL,2020,6
Jordan Williams,TE,2021,3,Ball State,BALL,2020,8
Mitch Leidner,PRO,2011,3,Minnesota,MINN,2010,11
Mitch Leidner,PRO,2011,3,Minnesota,MINN,2010,14
Mitch Leidner,PRO,2011,3,Minnesota,MINN,2010,8
Mike Hilton,RB,2011,3,Ole Miss,MISS,2010,0
Michael Thomas,S,2011,3,Southern Mississippi,USM,2010,14
Michael Thomas,S,2011,3,Ohio State,OSU,2010,9
Michael Thomas,WR,2011,3,Southern Mississippi,USM,2010,14
Michael Thomas,WR,2011,3,Ohio State,OSU,2010,9
Michael Thomas,WR,2016,3,Southern Mississippi,USM,2015,14
Michael Thomas,WR,2016,3,Ohio State,OSU,2015,9
John Gibson,CB,2011,3,Missouri,MIZZ,2010,0
Michael Gordon,APB,2011,3,Arkansas State,ARST,2010,13
Michael Gordon,APB,2011,3,Arkansas State,ARST,2010,9
Michael Gordon,APB,2011,3,Arkansas State,ARST,2010,0
Brandon Radcliff,RB,2011,3,Louisville,LOU,2010,6
Dane Evans,PRO,2011,3,Tulsa,TULS,2010,23
Dane Evans,PRO,2011,3,Tulsa,TULS,2010,25
Dane Evans,PRO,2011,3,Tulsa,TULS,2010,32
Tyler Stewart,PRO,2011,3,Nevada,NEV,2010,15
Josh Harris,ATH,2011,3,Wake Forest,WF,2010,7
Josh Harris,OC,2013,3,Wake Forest,WF,2013,7
C.J. Beathard,PRO,2011,3,Iowa,IOWA,2010,17
Thomas Sirk,PRO,2011,3,Duke,DUKE,2010,16
Thomas Sirk,PRO,2011,3,East Carolina,ECU,2010,9
Thomas Sirk,PRO,2011,3,Duke,DUKE,2010,8
Trevon Stewart,CB,2011,3,Houston,HOU,2010,0
Lorenzo Doss,ATH,2011,3,Tulane,TULN,2010,2
Lorenzo Doss,ATH,2011,3,Tulane,TULN,2010,0
Anthony Nixon,WR,2011,3,Maryland,MD,2010,0
Jamaal Williams,APB,2011,3,BYU,BYU,2010,7
Jamaal Williams,APB,2011,3,BYU,BYU,2010,12
Chris Thomas,OG,2011,3,Air Force,AF,2010,0
Chris Thomas,OG,2013,2,Air Force,AF,2013,0
Chris Thomas,RB,2014,3,Air Force,AF,2014,0
Jake Maulhardt,WR,2011,3,Wyoming,WYO,2010,8
Tajae Sharpe,WR,2011,3,UMass,MASS,2010,4
Tajae Sharpe,WR,2011,3,UMass,MASS,2010,7
Tajae Sharpe,WR,2011,3,UMass,MASS,2010,5
Dede Westbrook,WR,2011,3,Oklahoma,OKLA,2010,17
Dede Westbrook,WR,2011,3,Oklahoma,OKLA,2010,0
Dede Westbrook,WR,2015,4,Oklahoma,OKLA,2015,17
Dede Westbrook,WR,2015,4,Oklahoma,OKLA,2015,0
Kevin Brown,S,2011,3,Middle Tennessee,MTSU,2010,0
Kevin Brown,S,2013,1,Middle Tennessee,MTSU,2013,0
Kevin Brown,PRO,2016,2,Middle Tennessee,MTSU,2015,0
Kevin Brown,RB,2019,3,Middle Tennessee,MTSU,2019,0
Johnathon Johnson,WR,2011,3,Missouri,MIZZ,2010,5
Johnathon Johnson,WR,2013,3,Missouri,MIZZ,2013,5
Johnathon Johnson,ATH,2015,3,Missouri,MIZZ,2015,5
Amba Etta-Tawo,WR,2011,3,Syracuse,SYR,2010,14
Cooper Rush,PRO,2011,3,Central Michigan,CMU,2010,15
Cooper Rush,PRO,2011,3,Central Michigan,CMU,2010,27
Cooper Rush,PRO,2011,3,Central Michigan,CMU,2010,25
Cooper Rush,PRO,2011,3,Central Michigan,CMU,2010,21
Anthony Brown,ATH,2011,3,Purdue,PUR,2010,0
Anthony Brown,ATH,2011,3,Boston College,BC,2010,20
Anthony Brown,WDE,2014,2,Purdue,PUR,2014,0
Anthony Brown,WDE,2014,2,Boston College,BC,2014,20
Anthony Brown,OLB,2015,2,Purdue,PUR,2015,0
Anthony Brown,OLB,2015,2,Boston College,BC,2015,20
Anthony Brown,DUAL,2015,3,Purdue,PUR,2015,0
Anthony Brown,DUAL,2015,3,Boston College,BC,2015,20
Anthony Brown,S,2021,3,Purdue,PUR,2020,0
Anthony Brown,S,2021,3,Boston College,BC,2020,20
Mike Tyson,OLB,2011,3,Cincinnati,CINN,2010,0
Mike Tyson,OLB,2013,3,Cincinnati,CINN,2013,0
Justin Johnson,WR,2011,3,Houston,HOU,2010,12
Justin Johnson,WR,2015,3,Houston,HOU,2015,12
Justin Johnson,ILB,2016,2,Houston,HOU,2015,12
Justin Johnson,OT,2018,3,Houston,HOU,2018,12
Justin Johnson,RB,2020,3,Houston,HOU,2020,12
Devon Bell,P,2011,3,Mississippi State,MSST,2010,0
James Washington,OLB,2011,3,Oklahoma State,OKST,2010,10
James Washington,OLB,2011,3,Oklahoma State,OKST,2010,13
James Washington,OLB,2011,3,NC State,NCST,2010,7
James Washington,OLB,2011,3,Oklahoma State,OKST,2010,0
James Washington,WR,2014,3,Oklahoma State,OKST,2014,10
James Washington,WR,2014,3,Oklahoma State,OKST,2014,13
James Washington,WR,2014,3,Oklahoma State,NCST,2014,7
James Washington,WR,2014,3,Oklahoma State,OKST,2014,0
James Washington,SDE,2016,2,Oklahoma State,OKST,2015,10
James Washington,SDE,2016,2,Oklahoma State,OKST,2015,13
James Washington,SDE,2016,2,NC State,NCST,2015,7
James Washington,SDE,2016,2,Oklahoma State,OKST,2015,0
Cole Gautsche,DUAL,2011,3,New Mexico,UNM,2010,8
James Knapke,PRO,2011,3,Bowling Green,BGSU,2010,15
Obi Melifonwu,S,2011,3,UConn,CONN,2010,0
Devon Johnson,OLB,2011,3,Marshall,MRSH,2010,17
Devon Johnson,OLB,2011,3,Marshall,MRSH,2010,0
Devon Johnson,SDE,2013,2,Marshall,MRSH,2013,17
Devon Johnson,SDE,2013,2,Marshall,MRSH,2013,0
Devon Johnson,OT,2014,3,Marshall,MRSH,2014,17
Devon Johnson,OT,2014,3,Marshall,MRSH,2014,0
Cre'von LeBlanc,CB,2011,3,Florida Atlantic,FAU,2010,0
Justin Simmons,S,2011,3,Boston College,BC,2010,0
Danny Anthrop,WR,2011,3,Purdue,PUR,2010,2
James Flanders,RB,2011,3,Tulsa,TULS,2010,18
James Flanders,RB,2011,3,Tulsa,TULS,2010,0
Michael Roberts,TE,2011,3,Toledo,TOL,2010,0
Michael Roberts,WR,2016,2,Toledo,TOL,2015,0
Jacoby Glenn,S,2011,3,Central Florida,UCF,2010,0
Joshua Atkinson,WR,2011,3,Tulsa,TULS,2010,5
Joshua Atkinson,WR,2011,3,Tulsa,TULS,2010,8
Kyle Federico,K,2011,3,Rutgers,RUT,2010,0
Ryan Higgins,PRO,2011,3,Louisiana Tech,LT,2010,6
Ryan Higgins,PRO,2011,3,Louisiana Tech,LT,2010,41
Greg Windham,PRO,2011,3,Ohio,OHIO,2010,14
Jalen Richard,RB,2011,3,Southern Mississippi,USM,2010,14
Jalen Richard,RB,2011,3,Southern Mississippi,USM,2010,0
Jaden Oberkrom,K,2011,3,TCU,TCU,2010,0
Tyler Wilson,TE,2011,3,Arkansas,ARK,2010,24
Tyler Wilson,TE,2011,3,Arkansas,ARK,2010,21
Tyler Wilson,WR,2015,2,Arkansas,ARK,2015,24
Tyler Wilson,WR,2015,2,Arkansas,ARK,2015,21
James White,WR,2011,3,Wisconsin,WISC,2010,13
James White,WR,2011,3,Wisconsin,WISC,2010,14
James White,WR,2011,3,Iowa State,IAST,2010,8
James White,WR,2011,3,Wisconsin,WISC,2010,6
James White,WR,2011,3,Wisconsin,WISC,2010,12
James White,WR,2011,3,Wisconsin,WISC,2010,0
James White,RB,2013,4,Wisconsin,WISC,2013,13
James White,RB,2013,4,Wisconsin,WISC,2013,14
James White,RB,2013,4,Iowa State,IAST,2013,8
James White,RB,2013,4,Wisconsin,WISC,2013,6
James White,RB,2013,4,Wisconsin,WISC,2013,12
James White,RB,2013,4,Wisconsin,WISC,2013,0
Brendon Clements,CB,2011,3,Navy,NAVY,2010,0
KJ Maye,ATH,2011,3,Minnesota,MINN,2010,5
Michael Henry,WR,2011,3,Western Michigan,WMU,2010,4
Austin Grammer,PRO,2011,3,Middle Tennessee,MTSU,2010,17
Taylor Barton,ATH,2011,3,Illinois,ILL,2010,0
Brandon Dawkins,OT,2011,3,Arizona,ARIZ,2010,10
Brandon Dawkins,DUAL,2014,3,Arizona,ARIZ,2014,10
Daniel Braverman,WR,2011,3,Western Michigan,WMU,2010,6
Daniel Braverman,WR,2011,3,Western Michigan,WMU,2010,13
Tyler Stehling,PRO,2011,3,Rice,RICE,2010,12
Saylor Lavallii,RB,2011,3,Central Michigan,CMU,2010,5
Darius White,ILB,2011,3,California,CAL,2010,0
Darius White,CB,2014,3,California,CAL,2014,0
Brandon Silvers,PRO,2011,3,Troy,TROY,2010,11
Brandon Silvers,PRO,2011,3,Troy,TROY,2010,20
Brandon Silvers,PRO,2011,3,Troy,TROY,2010,23
Brandon Silvers,PRO,2011,3,Troy,TROY,2010,17
Kalan Reed,CB,2011,2,Southern Mississippi,USM,2010,2
Dylan Collie,WR,2011,2,Hawaii,HAW,2010,4
Garrett Owens,K,2011,2,Iowa State,IAST,2010,0
Brandon Burks,RB,2011,2,Troy,TROY,2010,7
Brandon Burks,OLB,2019,3,Troy,TROY,2019,7
Ka'imi Fairbairn,K,2011,2,UCLA,UCLA,2010,0
Rashad Jackson,ATH,2011,2,Marshall,MRSH,2010,0
Paxton Lynch,PRO,2011,2,Memphis,MEM,2010,9
Paxton Lynch,PRO,2011,2,Memphis,MEM,2010,22
Paxton Lynch,PRO,2011,2,Memphis,MEM,2010,28
Jordan Parker,RB,2011,2,Middle Tennessee,MTSU,2010,3
Jordan Parker,CB,2015,4,Middle Tennessee,MTSU,2015,3
Zach Terrell,PRO,2011,2,Western Michigan,WMU,2010,26
Zach Terrell,PRO,2011,2,Western Michigan,WMU,2010,29
Zach Terrell,PRO,2011,2,Western Michigan,WMU,2010,33
JoJo Natson,WR,2011,2,Utah State,USU,2010,2
JoJo Natson,WR,2011,2,Akron,AKR,2010,10
Adrian McDonald,ATH,2011,2,Houston,HOU,2010,0
Leo Musso,RB,2011,2,Wisconsin,WISC,2010,0
Rocky Hayes,CB,2011,2,Arkansas State,ARST,2010,0
Damontae Kazee,ATH,2011,2,San Diego State,SDSU,2010,1
Tony Annese,ATH,2011,2,Central Michigan,CMU,2010,0
Horace Richardson,CB,2011,2,SMU,SMU,2010,2
Colin Reardon,PRO,2011,2,Kent State,KENT,2010,12
Colin Reardon,PRO,2011,2,Kent State,KENT,2010,14
Fredi Knighten,ATH,2011,2,Arkansas State,ARST,2010,24
Fredi Knighten,ATH,2011,2,Arkansas State,ARST,2010,19
Fredi Knighten,ATH,2011,2,Arkansas State,ARST,2010,11
Darnell Smith,DT,2011,2,North Texas,UNT,2010,4
Jordan Italiano,S,2011,2,Kent State,KENT,2010,0
Conrad Ukropina,K,2011,2,Stanford,STAN,2010,0
Drew Hare,DUAL,2011,2,Northern Illinois,NIU,2010,18
Drew Hare,DUAL,2011,2,Northern Illinois,NIU,2010,14
Drew Hare,DUAL,2011,2,Northern Illinois,NIU,2010,8
Mason Schreck,PRO,2011,2,Buffalo,BUFF,2010,4
Brian Allen,WR,2011,2,Utah,UTAH,2010,0
Brian Allen,OC,2014,4,Utah,UTAH,2014,0
Brian Allen,DL,2021,3,Utah,UTAH,2020,0
Matt Johnson,PRO,2011,2,Bowling Green,BGSU,2010,25
Matt Johnson,PRO,2011,2,Bowling Green,BGSU,2010,46
William Jackson,ATH,2011,2,Houston,HOU,2010,2
Xavien Howard,CB,2011,2,Baylor,BAY,2010,0
Austin Jones,WR,2011,2,Temple,TEM,2010,0
Austin Jones,RB,2019,4,Temple,TEM,2019,0
Austin Jones,CB,2019,3,Temple,TEM,2019,0
Marshall Williams,PRO,2011,2,Wake Forest,WF,2010,6
Daniel Schwarz,K,2011,2,Tulsa,TULS,2010,0
Jordan Johnson,PRO,2011,2,Buffalo,BUFF,2010,12
Jordan Johnson,PRO,2011,2,Buffalo,BUFF,2010,6
Jordan Johnson,OG,2015,3,Buffalo,BUFF,2015,12
Jordan Johnson,OG,2015,3,Buffalo,BUFF,2015,6
Jordan Johnson,CB,2015,2,Buffalo,BUFF,2015,12
Jordan Johnson,CB,2015,2,Buffalo,BUFF,2015,6
Jordan Johnson,ATH,2016,2,Buffalo,BUFF,2015,12
Jordan Johnson,ATH,2016,2,Buffalo,BUFF,2015,6
Jordan Johnson,RB,2018,2,Buffalo,BUFF,2018,12
